"SenderMapped","SenderOriginal","Day","Date","Time","Subject","DD","MM","YYYY","hh","mm","ss","Level2"
"GS Sports","GS Sports","Tue",2015-03-24,"15:53:12","[Student-notices] Freshie Athletics Meet 2015 || Registrations and	Schedule",24,3,2015,"15","53","12","GS"
"GS Sports","GS Sports","Sun",2016-01-10,"22:51:25","[Student-notices] SAC Sports Outlet || 11th-20th January",10,1,2016,"22","51","25","GS"
"GS Sports","GS Sports","Sun",2016-01-10,"22:50:00","[Student-notices] Unicycling Lecture & Demonstration || 11th	January, 6; 30pm",10,1,2016,"22","50","00","GS"
"GS Sports","G.S. Sports","Mon",2013-09-23,"14:48:51","[Student-notices] Girls' Squash camp",23,9,2013,"14","48","51","GS"
"GS Sports","GS Sports","Sat",2014-06-21,"17:44:01","[Student-notices] Germany vs Ghana || Live screening || FC Kohli",21,6,2014,"17","44","01","GS"
"GS Sports","GS Sports","Sun",2015-10-11,"0:31:15","[Student-notices] Freshmen Badminton Open",11,10,2015,"0","31","15","GS"
"GS Sports","GS Sports","Fri",2015-06-05,"13:46:56","[Student-notices] Badminton Court Booking for Inter-IIT Practices",5,6,2015,"13","46","56","GS"
"GS Sports","GS Sports","Thu",2016-03-03,"23:56:25","[Student-notices] [Reminder] Self-Defence & Martial Arts Classes ||	Offline Registrations",3,3,2016,"23","56","25","GS"
"GS Sports","G.S. Sports","Sat",2015-01-31,"13:48:25","[Student-notices] Booking of TT Hall || February 1st",31,1,2015,"13","48","25","GS"
"GS Sports","GS Sports","Thu",2016-03-03,"21:25:06","[Student-notices] [Reminder] Golf Training || Sports ride to Golden	Swan Country Club",3,3,2016,"21","25","06","GS"
"GS Sports","GS Sports","Sat",2015-01-31,"4:08:54","[Student-notices] Crossy GC 2.0 | Megathon",31,1,2015,"4","08","54","GS"
"GS Sports","G.S. Sports","Mon",2015-03-09,"13:21:17","[Student-notices] Reminder || Institute Table Tennis League ||	Registration",9,3,2015,"13","21","17","GS"
"GS Sports","G.S. Sports","Sun",2015-03-22,"19:17:34","[Student-notices] Reminder- Nomination for Design & Media Head under Institute Sports Council 2015-16",22,3,2015,"19","17","34","GS"
"GS Sports","GS Sports","Wed",2015-06-03,"21:58:56","[Student-notices] Handball || Sport of the Month",3,6,2015,"21","58","56","GS"
"GS Sports","G.S. Sports","Fri",2015-10-09,"17:15:30","[Student-notices] Sports Goods Outlet || SAC, 10th October Onwards",9,10,2015,"17","15","30","GS"
"GS Sports","G.S. Sports","Sat",2013-04-20,"14:36:49","[Student-notices] Results of Nominated Posts under General	Secretary, Sports Affairs",20,4,2013,"14","36","49","GS"
"GS Sports","GS Sports","Mon",2016-03-28,"21:27:56","[Student-notices] Institute Open Triathlon || 30th March 2016",28,3,2016,"21","27","56","GS"
"GS Sports","GS Sports","Fri",2016-02-12,"16:17:27","[Student-notices] SOAPBOX of Institute Sports Secretary || 13th Feb,	6:30pm onwards",12,2,2016,"16","17","27","GS"
"GS Sports","G.S. Sports","Wed",2014-04-02,"14:27:28","[Student-notices] Institute Skating Club || Call for Nominations",2,4,2014,"14","27","28","GS"
"GS Sports","GS Sports","Wed",2014-09-03,"15:12:33","[Student-notices] Physical Education Program PGs || Begins this	Friday",3,9,2014,"15","12","33","GS"
"GS Sports","GS Sports","Thu",2016-03-03,"11:08:00","[Student-notices] Institute Sports Awards 2015-16 || Call for	nominations",3,3,2016,"11","08","00","GS"
"GS Sports","GS Sports","Fri",2014-06-13,"0:32:22","[Student-notices] Brazil vs Croatia || Live screening canceled",13,6,2014,"0","32","22","GS"
"GS Sports","G.S. Sports","Wed",2013-06-12,"14:10:03","[Student-notices] Refund for phase 1 of the Summer Sports Camp",12,6,2013,"14","10","03","GS"
"GS Sports","GS Sports","Sun",2015-03-08,"2:59:08","[Student-notices] Beginners and Intermediate registrations || Sports Mentorship || Deadline tonight",8,3,2015,"2","59","08","GS"
"GS Sports","G.S. Sports","Sat",2016-01-23,"13:03:36","[Student-notices] SAC Sports Outlet || Upto 24th January || Last 2	days",23,1,2016,"13","03","36","GS"
"GS Sports","GS Sports","Fri",2014-10-10,"19:16:51","[Student-notices] Institute Chess Open-II || Inter IIT chess	selection",10,10,2014,"19","16","51","GS"
"GS Sports","GS Sports","Tue",2012-11-06,"13:33:25","[Student-notices] Wall climbing Session",6,11,2012,"13","33","25","GS"
"GS Sports","G.S. Sports","Fri",2013-06-07,"13:05:24","[Student-notices] French Open Live Screening: Nadal v/s Djokovic",7,6,2013,"13","05","24","GS"
"GS Sports","GS Sports","Thu",2012-04-05,"12:26:18","[Student-notices] Booking Gymkhana Ground for soft ball cricket",5,4,2012,"12","26","18","GS"
"GS Sports","G.S. Sports","Tue",2014-02-18,"22:38:25","[Student-notices] Carom Tournament | DJ Sanghvi College of	engineering",18,2,2014,"22","38","25","GS"
"GS Sports","G.S. Sports","Tue",2015-04-07,"23:21:14","[Student-notices] Basic Mountaineering Course || Last call for	Registration",7,4,2015,"23","21","14","GS"
"GS Sports","GS Sports","Tue",2012-08-21,"0:10:46","[Student-notices] Temporary Sports Outlet  on 22nd-24th August",21,8,2012,"0","10","46","GS"
"GS Sports","G.S. Sports","Sat",2014-02-15,"14:38:26","[Student-notices] THANE half marathon | Travel Arrangements | 16th	February",15,2,2014,"14","38","26","GS"
"GS Sports","GS Sports","Wed",2015-08-12,"3:50:50","[Student-notices] Booking of Swimming Pool",12,8,2015,"3","50","50","GS"
"GS Sports","GS Sports","Sun",2014-06-08,"12:14:48","[Student-notices] Nadal vs Djokovic || French Open Live Screening	today",8,6,2014,"12","14","48","GS"
"GS Sports","GS Sports","Wed",2015-10-07,"0:35:12","[Student-notices] Institute Rolling Sports Camp || Starts from 10th	October",7,10,2015,"0","35","12","GS"
"GS Sports","GS Sports","Tue",2015-01-27,"16:48:15","[Student-notices] Institute Football League",27,1,2015,"16","48","15","GS"
"GS Sports","GS Sports","Wed",2016-02-10,"14:38:19","[Student-notices] Girl's Football Camp || 12th Feb Onwards",10,2,2016,"14","38","19","GS"
"GS Sports","G.S. Sports","Tue",2016-03-01,"23:00:36","[Student-notices] Institute Sudoku Open || 2nd March",1,3,2016,"23","00","36","GS"
"GS Sports","GS Sports","Fri",2014-06-06,"15:47:52","[Student-notices] Reminder || French Open Semi-finals || PCSA from	4:30 PM",6,6,2014,"15","47","52","GS"
"GS Sports","GS Sports","Tue",2016-03-01,"17:53:12","[Student-notices] [Reminder]- Self-Defence & Martial Arts Classes	|| Registrations",1,3,2016,"17","53","12","GS"
"GS Sports","GS Sports","Tue",2014-08-12,"19:10:22","[Student-notices] Temporary Sports Outlet || Only 3 days remaining",12,8,2014,"19","10","22","GS"
"GS Sports","GS Sports","Tue",2015-08-11,"2:49:03","[Student-notices] Registrations for Boxing Classes || Starts from	15th August",11,8,2015,"2","49","03","GS"
"GS Sports","GS Sports","Wed",2016-01-20,"20:19:53","[Student-notices] Institute Pool Open || 7up- Hostel 7 Fest",20,1,2016,"20","19","53","GS"
"GS Sports","G.S. Sports","Fri",2014-08-29,"2:46:14","[Student-notices] National Sports Day || Sports Mela 2014",29,8,2014,"2","46","14","GS"
"GS Sports","GS Sports","Sun",2014-09-21,"23:27:59","[Student-notices] Inter IIT Squash || Institute Trials",21,9,2014,"23","27","59","GS"
"GS Sports","GS Sports","Thu",2016-03-10,"19:17:12","[Student-notices] Unavailability of Badminton Courts",10,3,2016,"19","17","12","GS"
"GS Sports","GS Sports","Sun",2012-09-23,"22:04:35","[Student-notices] Registration for Joggers' Club",23,9,2012,"22","04","35","GS"
"GS Sports","GS Sports","Wed",2014-10-29,"18:38:40","[Student-notices] Athletics GC || Announcement and Ground	reservation",29,10,2014,"18","38","40","GS"
"GS Sports","GS Sports","Fri",2012-09-21,"22:57:57","[Student-notices] Registration for ""DRONA""- Sports Mentorship	Program",21,9,2012,"22","57","57","GS"
"GS Sports","GS Sports","Sat",2015-10-24,"19:31:29","[Student-notices] Volleyball Girl's Camp || 26th October Onwards",24,10,2015,"19","31","29","GS"
"GS Sports","GS Sports","Sun",2015-08-09,"23:44:14","[Student-notices] [Reminder]- Udghosh’15,Sports Fest || Trials for Kho-Kho (Boys & Girls)",9,8,2015,"23","44","14","GS"
"GS Sports","G.S. Sports","Sun",2015-08-09,"13:04:16","[Student-notices] Reminder || Call for Nominations || PG Sports	Convener",9,8,2015,"13","04","16","GS"
"GS Sports","GS Sports","Thu",2013-01-10,"19:28:45","[Student-notices] Guinness Certificate Distribution",10,1,2013,"19","28","45","GS"
"GS Sports","GS Sports","Thu",2015-05-21,"23:33:29","[Student-notices] [Last Reminder]- IITB Cycling || Ride to Kanheri	Caves",21,5,2015,"23","33","29","GS"
"GS Sports","GS Sports","Thu",2015-05-21,"22:30:08","[Student-notices] Invictus || Motivational Movie Screening",21,5,2015,"22","30","08","GS"
"GS Sports","GS Sports","Thu",2014-10-09,"10:51:36","[Student-notices] Mixed Cricket Tournament || Registrations",9,10,2014,"10","51","36","GS"
"GS Sports","G.S. Sports","Sun",2014-06-01,"2:48:15","[Student-notices] Monsoon football league || Registrations",1,6,2014,"2","48","15","GS"
"GS Sports","GS Sports","Thu",2016-03-10,"1:34:13","[Student-notices] Crossy GC 2 | Saturday, 12th March",10,3,2016,"1","34","13","GS"
"GS Sports","G.S. Sports","Tue",2013-05-21,"16:47:26","[Student-notices] Gymkhana Fields Closed",21,5,2013,"16","47","26","GS"
"GS Sports","GS Sports","Sun",2016-02-28,"22:40:26","[Student-notices] Institute Volleyball League || Registrations",28,2,2016,"22","40","26","GS"
"GS Sports","GS Sports","Sat",2015-08-22,"14:39:53","[Student-notices] Booking of Badminton Courts",22,8,2015,"14","39","53","GS"
"GS Sports","G.S. Sports","Mon",2014-04-21,"21:48:19","[Student-notices] Renovation of Football Grounds",21,4,2014,"21","48","19","GS"
"GS Sports","GS Sports","Mon",2015-03-16,"23:40:10","[Student-notices] Badminton Court Booking || Sports Mentorship",16,3,2015,"23","40","10","GS"
"GS Sports","GS Sports","Mon",2013-02-04,"19:30:31","[Student-notices] Institute Elections 2013 | Notice for STAB, MI, TF, eCell OC candidates",4,2,2013,"19","30","31","GS"
"GS Sports","GS Sports","Sat",2016-02-27,"23:11:25","[Student-notices] Call for Nominations || Institute Sports Council	2016-17",27,2,2016,"23","11","25","GS"
"GS Sports","G.S. Sports","Thu",2015-08-06,"17:26:27","[Student-notices] Sports Goods Outlet || SAC, 3rd August Onwards",6,8,2015,"17","26","27","GS"
"GS Sports","G.S. Sports","Thu",2015-01-22,"10:49:09","[Student-notices] Call for participation || Inter College Sports	Fest",22,1,2015,"10","49","09","GS"
"GS Sports","GS Sports","Sat",2016-02-27,"2:42:25","[Student-notices] Training Camps for IIT Bombay Run & Long Distance	Enthusiast",27,2,2016,"2","42","25","GS"
"GS Sports","GS Sports","Mon",2012-01-16,"13:24:16","[Student-notices] Nomination Form for Elections-2012 [URGENT]",16,1,2012,"13","24","16","GS"
"GS Sports","GS Sports","Wed",2014-05-28,"1:40:19","[Student-notices] Entry to Cricket/Athletics and SAC Volleyball	ground closed",28,5,2014,"1","40","19","GS"
"GS Sports","GS Sports","Fri",2016-02-26,"14:29:06","[Student-notices] BMC & MAC || Batch Extension || New batch	formation",26,2,2016,"14","29","06","GS"
"GS Sports","GS Sports","Mon",2015-05-18,"7:46:01","[Student-notices] [Gentle Reminder]- Cycle Maintenance Workshop &	Cycling Ride",18,5,2015,"7","46","01","GS"
"GS Sports","GS Sports","Mon",2016-04-04,"16:02:04","[Student-notices] Foodie Ride || Cycling Club || 9th April",4,4,2016,"16","02","04","GS"
"GS Sports","GS Sports","Sat",2014-05-24,"21:52:34","[Student-notices] Reminder for Champion's League Live screening",24,5,2014,"21","52","34","GS"
"GS Sports","G.S. Sports","Tue",2014-03-04,"19:42:38","[Student-notices] Reminder | Card Games Workshop | Session 2",4,3,2014,"19","42","38","GS"
"GS Sports","GS Sports","Sun",2012-04-29,"15:59:44","[Student-notices] Summer Skating Camp - Orientation",29,4,2012,"15","59","44","GS"
"GS Sports","GS Sports","Tue",2015-01-20,"19:54:00","[Student-notices] Incidents during the PG Football GC - Corrected",20,1,2015,"19","54","00","GS"
"GS Sports","G.S. Sports","Mon",2013-09-02,"19:44:11","[Student-notices] Rubiks' Club: Beginners' workshop",2,9,2013,"19","44","11","GS"
"GS Sports","GS Sports","Thu",2016-02-25,"16:40:19","[Student-notices] Rapid Open Chess Tournament || 5th March",25,2,2016,"16","40","19","GS"
"GS Sports","GS Sports","Thu",2016-02-25,"2:50:26","[Student-notices] Self-Defence & Martial Arts Classes ||	Registrations",25,2,2016,"2","50","26","GS"
"GS Sports","GS Sports","Thu",2016-02-25,"1:57:20","[Student-notices] River Rafting at Kolad || Saturday Extra Batch",25,2,2016,"1","57","20","GS"
"GS Sports","GS Sports","Tue",2015-08-04,"23:31:26","[Student-notices] Call for Nominations || PG Sports Department	Convener",4,8,2015,"23","31","26","GS"
"GS Sports","GS Sports","Tue",2014-05-20,"22:25:24","[Student-notices] Defense arts || Registrations || Tomorrow	(Wednesday)",20,5,2014,"22","25","24","GS"
"GS Sports","GS Sports","Thu",2014-12-18,"0:59:47","[Student-notices] Day 6 schedule || Inter IIT Bombay",18,12,2014,"0","59","47","GS"
"GS Sports","GS Sports","Wed",2014-12-17,"9:40:28","[Student-notices] DJ and EDM night, OAT || Inter IIT Bombay",17,12,2014,"9","40","28","GS"
"GS Sports","G.S. Sports","Sat",2015-03-28,"21:03:07","[Student-notices] Deadline extended for Nominations || The Dark Knight Club || Managers & Conveners",28,3,2015,"21","03","07","GS"
"GS Sports","G.S. Sports","Fri",2013-05-10,"16:13:08","[Student-notices] Corrections to the previous mail: Summer Camp",10,5,2013,"16","13","08","GS"
"GS Sports","GS Sports","Sun",2014-05-18,"12:06:14","[Student-notices] Booking of Indoor SAC slots for Volleyball",18,5,2014,"12","06","14","GS"
"GS Sports","GS Sports","Tue",2016-02-23,"4:57:04","[Student-notices] Registration for Managers for Institute Football	League",23,2,2016,"4","57","04","GS"
"GS Sports","G.S. Sports","Thu",2014-02-06,"14:04:11","[Student-notices] Thane Half-Marathon | 16th February | Travel	Arrangements",6,2,2014,"14","04","11","GS"
"GS Sports","G.S. Sports","Sat",2014-04-12,"17:58:33","[Student-notices] Inter-IIT 2014,	IIT Bombay || Call for Nominations for Managers",12,4,2014,"17","58","33","GS"
"GS Sports","GS Sports","Tue",2015-05-12,"11:27:33","[Student-notices] [Reminder]- Boxing Workshop || Sport of the Month",12,5,2015,"11","27","33","GS"
"GS Sports","GS Sports","Mon",2016-02-22,"9:05:20","[Student-notices] [Reminder]- Nominations for Institute Sports	Secretaries",22,2,2016,"9","05","20","GS"
"GS Sports","GS Sports","Mon",2015-08-03,"22:15:26","[Student-notices] Institute Chess Open || The Dark knight Club",3,8,2015,"22","15","26","GS"
"GS Sports","GS Sports","Sat",2016-02-20,"14:50:30","[Student-notices] Closing of Gymkhana Football Ground || 20th	Feb-28th Feb",20,2,2016,"14","50","30","GS"
"GS Sports","G.S. Sports","Sun",2015-04-19,"11:03:36","[Student-notices] Nominations || Design Team Conveners || Institute	Sports Council",19,4,2015,"11","03","36","GS"
"GS Sports","G.S. Sports","Tue",2014-02-04,"22:34:34","[Student-notices] IFL: Call for Volunteers",4,2,2014,"22","34","34","GS"
"GS Sports","G.S. Sports","Mon",2013-05-06,"13:41:56","[Student-notices] Summer Coaching Camp",6,5,2013,"13","41","56","GS"
"GS Sports","G.S. Sports","Sat",2015-04-18,"9:03:32","[Student-notices] Adventure Club || Registrations || Trip to Tikona	Fort",18,4,2015,"9","03","32","GS"
"GS Sports","GS Sports","Thu",2014-08-21,"20:50:50","[Student-notices] Physical Education Program || Trials and	registrations - Reminder",21,8,2014,"20","50","50","GS"
"GS Sports","G.S. Sports","Wed",2013-09-25,"12:32:51","[Student-notices] Institute Skating Club: Orientation",25,9,2013,"12","32","51","GS"
"GS Sports","G.S. Sports","Thu",2016-02-18,"23:39:17","[Student-notices] Nominations for Institute Sports Secretaries",18,2,2016,"23","39","17","GS"
"GS Sports","GS Sports","Sun",2015-08-02,"23:22:00","[Student-notices] NSO Trials Begins from tomorrow",2,8,2015,"23","22","00","GS"
"GS Sports","GS Sports","Fri",2012-03-16,"17:58:40","[Student-notices] Institute GBM Minutes - Spring Semester 2011-12",16,3,2012,"17","58","40","GS"
"GS Sports","G.S. Sports","Thu",2013-08-29,"1:07:40","[Student-notices] Karate Classes: Registration Extension",29,8,2013,"1","07","40","GS"
"GS Sports","G.S. Sports","Thu",2013-08-29,"1:03:38","[Student-notices] Refund Of Summer Camp: Phase 1 and Phase 2",29,8,2013,"1","03","38","GS"
"GS Sports","GS Sports","Thu",2016-01-28,"3:25:56","[Student-notices] Mixed Sport of the Month || Foosball",28,1,2016,"3","25","56","GS"
"GS Sports","GS Sports","Sun",2015-08-02,"18:13:46","[Student-notices] NSO Trials Begins from tomorrow",2,8,2015,"18","13","46","GS"
"GS Sports","GS Sports","Sun",2015-08-02,"11:33:55","[Student-notices] Last day of Registration || NOCS- NSO/NCC/NSS",2,8,2015,"11","33","55","GS"
"GS Sports","GS Sports","Fri",2012-03-16,"10:53:26","[Student-notices] Nominations for Institute Sports Awards 2011-12",16,3,2012,"10","53","26","GS"
"GS Sports","GS Sports","Tue",2016-01-12,"15:05:14","[Student-notices] Girl's Throwball GC || 16th-17th January",12,1,2016,"15","05","14","GS"
"GS Sports","GS Sports","Thu",2015-01-15,"13:47:43","[Student-notices] Mumbai Marathon || Transport facility",15,1,2015,"13","47","43","GS"
"GS Sports","GS Sports","Sun",2015-08-02,"4:12:27","[Student-notices] Sports Goods Outlet || SAC, 3rd August Onwards",2,8,2015,"4","12","27","GS"
"GS Sports","GS Sports","Mon",2012-07-30,"13:40:48","[Student-notices] IIT BOMBAY's Lukkha (Gaming) BOWLING Tournament",30,7,2012,"13","40","48","GS"
"GS Sports","GS Sports","Tue",2014-09-30,"3:51:45","[Student-notices] Inter IIT Aquatics Meet || Invitation to all",30,9,2014,"3","51","45","GS"
"GS Sports","G.S. Sports","Fri",2014-05-09,"18:47:42","[Student-notices] Summer School of Sport || Day 3 Registrations",9,5,2014,"18","47","42","GS"
"GS Sports","GS Sports","Thu",2015-01-15,"0:30:27","[Student-notices] Skating Camp | Orientation",15,1,2015,"0","30","27","GS"
"GS Sports","GS Sports","Tue",2012-04-17,"18:56:19","[Student-notices] Nominations For The Coordinators Of Rubik's Club",17,4,2012,"18","56","19","GS"
"GS Sports","GS Sports","Wed",2016-01-27,"4:15:33","[Student-notices] The Pawn Sacrifice || Chess Tournament",27,1,2016,"4","15","33","GS"
"GS Sports","G.S. Sports","Tue",2013-08-27,"23:27:35","[Student-notices] Contingent Leader,	Inter IIT Sports Meet: Call For Nominations",27,8,2013,"23","27","35","GS"
"GS Sports","GS Sports","Mon",2012-08-27,"12:05:09","[Student-notices] Temporary Sports Outlet on 27th and 28th August",27,8,2012,"12","05","09","GS"
"GS Sports","G.S. Sports","Thu",2014-05-08,"13:06:17","[Student-notices] Summer School of Sport 2014 || Day 2 Registrations",8,5,2014,"13","06","17","GS"
"GS Sports","GS Sports","Wed",2015-01-14,"2:53:30","[Student-notices] Self Defense Classes | Registrations open",14,1,2015,"2","53","30","GS"
